,Product,Price,specifications
558,"APPLE 2023 MacBook Pro M2 Max - (32 GB/1 TB SSD/macOS Ventura) MPHK3HN/A  (14 Inch, Silver, 1.63 Kg)",285490," &MacBook Pro, 96W USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)&MPHK3HN/A&MPHK3HN/A&MPHK3HN/A&2023 MacBook Pro&Silver&Thin and Light Laptop&Processing & Multitasking&Upto 18 Hours&96W USB-C Power Adapter&No&Apple&M2 Max&Yes&1 TB&32 GB&Unified Memory&Apple M2 Max&NA&12&macOS Ventura&3 x Thunderbolt 4 (USB-C) ports with support for Charging, DisplayPort, Thunderbolt 4 (up to 40 Gbps), USB 4 (up to 40 Gbps)&No&35.56 cm (14 Inch)&3024 x 1964 Pixel&Liquid Retina XDR display, 10,00,000:1 contrast ratio, XDR brightness: 1,000 nits sustained full screen, 1,600 nits peak2 (HDR content only),SDR brightness: 500 nits&Stereo speakers&Studio?quality three-mic array with high signal-to-noise ratio and directional beamforming&High-fidelity six-speaker sound system with force-cancelling woofers, Wide stereo sound, Support for Spatial Audio when playing music or video with Dolby Atmos on built-in speakers&Wi-Fi 6E (802.11ax)&v5.3&312.6 x 221.2 x 15.5 mm&1.63 Kg&Not Available&1080p FaceTime HD camera&Backlit Magic Keyboard&Yes&70-watt-hour lithium-polymer battery&1 Year Limited Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
559,"ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U - (16 GB/1 TB SSD/Windows 11 Home) M1605YA-MB551WS Laptop  (16 Inch, Tough Black, 1.88 Kg, With MS Office)",66990," &Laptop, battery, power adapter, user guide&M1605YA-MB551WS&90NB10R1-M007U0&M1605YA-MB551WS&Vivobook 16 (2023)&Tough Black&Laptop&Processing & Multitasking&Yes&AMD&Ryzen 5 Hexa Core&Yes&1 TB&16 GB&DDR4&7530U&2.0 GHz upto max turbo frequency at 4.5 Ghz&AMD Radeon AMD&Windows 11 Home&1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 2 Type-A, 1 x USB 3.2 Gen 2 Type-C support display / power delivery&No&40.64 cm (16 Inch)&1920 x 1200 Pixel&FHD+ (1920 x 1200, WUXGA) 16:10 aspect ratio, LED Backlit LCD, IPS-level Panel, Anti-glare display, 300nits Brightness, TUV Rheinland-certified, 86 % Screen-to-body ratio&Built-in Speakers&Yes&Wi-Fi 6E(802.11ax) (Dual band) 1*1&v5.0&358.7 x 249.5 x 19.9 mm&1.88 Kg&Not Available&720p HD camera With privacy shutter&Yes&Backlit Chiclet Keyboard with Num-key&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
560,"Avita SATUS S111 Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-CS Laptop  (14.1 Inch, Cloud Silver)",16490," &Laptop, Power Adaptor, User Guide, Warranty Documents&NU14A1INC43PN-CS&NU14A1INC43PN-CS&SATUS ULTIMUS S111&SATUS S111&Cloud Silver&Laptop&Processing & Multitasking&Upto 8 Hours&No&Intel&Celeron Dual Core&Yes&128 GB&4 GB&DDR4&N4020&Intel Integrated UHD Graphics&64 bit&Windows 11 Home&Windows 11 Home&64&1 x USB 2.0, 1 x USB 3.0&1 x mini HDMI C Type&No&35.81 cm (14.1 Inch)&1920 x 1080 Pixels&FHD, IPS&Yes&Yes&802.11a/b/g/n&v4.0&Not Available&2 MP&1 Year Onsite Warranty&CARRY-IN&Manufacturing Defects and Battery & Adaptor warranty up to 6 months&Physical Damage&12 Months"
561,"ASUS VivoBook 14 (2021) Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg)",25990," &Laptop, Power Adaptor, User Guide, Warranty Documents&X415MA-BV011W&90NB0TG1-M002R0&X415MA-BV011W&VivoBook 14 (2021)&Transparent Silver&Thin and Light Laptop&Processing & Multitasking&33W AC Adapter&2 cell&No&Intel&Celeron Dual Core&Yes&256 GB&4 GB&DDR4&N4020&1.1 GHz upto max turbo frequency at 2.8 Ghz&NA&4&Intel Integrated UHD&2&NA&64 bit&Windows 11 Home&Windows 11 Home&Yes&1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A&1 x HDMI 1.4&No&35.56 cm (14 inch)&1366 x 768 Pixel&LCD&Built-in Speaker&Built-in Microphone&SonicMaster&Wi-Fi 5(802.11ac)&v4.1&325.4 x 216 x 19.9 mm&1.60 kg&Not Available&VGA camera&Yes&Chiclet Keyboard&No&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
562,"DELL Inspiron Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.65 Kg, With MS Office)",57790," &Laptop, Battery, Adapter, Cables, User Manuals&New Inspiron 15 Laptop&D560866WIN9S|D560885WIN9S&Inspiron 3520&Inspiron&Platinum Silver&Thin and Light Laptop&Processing & Multitasking&Upto 7 hours&3-Cell Battery, 41WHr&Yes&Intel&Core i5&12th Gen&Yes&512 GB&8 GB&DDR4&1235U&Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 5.0 GHz&2&16 GB&2666 MHz&12 MB&Intel Integrated Integrated&10&64 bit&Windows 11 Home&Windows 11 Home&64 bit&No&No&No&Yes&No&No&2 x USB 3.2 Gen 1 Port, 1 x USB 2.0 Port&1 x HDMI 1.4&NA&M.2 SATA&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixels&Full HD, WVA AG 120Hz 250 nits Narrow Border&Yes&Yes&Waves Maxx Audio Pro&Intel Wi-Fi 6 2x2 (Gig+)&v5.2&Available&358 x 235 x 21.0 mm&1.65 Kg&Not Available&HD&NA&No&Kensington Lock Port&McAfee&Backlit Keyboard&Yes&No&1 Year Onsite Hardware Service&Onsite&Manufacturing Defects&Accidental Damage&1 Year"
563,"CHUWI Celeron Dual Core 10th Gen - (4 GB/128 GB SSD/Windows 11 Home) HeroBook Air Laptop  (11.6 inch, Grey, 0.91 kg)",16990," &Laptop, Charging Cable, User Guide Manual&HeroBook Air&CWI513&Hero Book Air&Grey&Laptop&Everyday Use, Learning, Travel & Business&Up To 6 Hours&No&DDR4&Intel&Celeron Dual Core&10th Gen&Yes&128 GB&4 GB&LPDDR4&Intel Integrated Intel® UHD Graphics 600&Windows 11 Home&No&29.46 cm (11.6 inch)&1366 x 768 pixel&4.2&0.91 kg&Not Available&1 Year&Service Center&Manufacturing Defects&Water & Physical Damage"
564,"DELL Alienware Core i9 13th Gen 13900HK - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA GeForce RTX 4080 GDDR6/240 Hz) Alienware X16 R1 Gaming Laptop  (16 inch, Lunar Silver, 2.720 kg, With MS Office)",385990," &LAPTOP, Adapter, Power Cable&Alienware X16 R1&ANX16I0UCFG001CRS1&Alienware X16 R1&Alienware&Lunar Silver&Gaming Laptop&Gaming&6 Cell, 90 Wh&330W Small Form Factor adapter&6 Cell, 90 Wh&Yes&Yes&No&GDDR6&12 GB&Intel&Core i9&13th Gen&Yes&1 TB&32 GB&LPDDR5&13900HK&INTEL&5.4GHz&NO&24 MB cache&6000&NVIDIA GeForce RTX 4080 GDDR6&14&2 TB&64 bit&Windows 11 Home&Windows 11 Home&Yes&Yes&Yes&Yes&No&2 USB 3.2 Gen 1 ports with PowerShare, 1 USB-C 3.2 Gen 2 port with DisplayPort™, 1 Thunderbolt™ 4 port with Power Delivery and DisplayPort™&No&40.64 cm (16 inch)&2560x1600$$Pixels pixel&240 Hz&Intel® Killer™ Wi-Fi 6E AX1690i, 2x2, 802.11ax, MU-MIMO, Bluetooth® wireless card&Bluetooth® wireless card&10/100/1000&Yes&Height (rear): 18.57 mm (0.73 in.) Height (peak): 18.57 mm (0.73 in.) Height (front): 18.57 mm (0.73 in.) Width: 364.74 mm (14.36 in.) Depth: 289.81 mm (11.41 in.) Starting weight: 2.57 kg (5.67 lb) Weight (maximum): 2.72 kg (6 lb)&2.720 kg&Not Available&1080p at 30fps, FHD RGB+IR camera Dual-array microphones&Yes&Yes&McAfee 30day Trial&English US AlienFX RGB backlit (per-key) Alienware CherryMX ultra low-profile mechanical keyboard&Yes&YES&YES&No&13th Gen Intel® Core™ i9-13900HK (24 MB cache, 14 cores, 20 threads, up to 5.40 GHz Turbo)&1 Year Onsite Warranty&Onsite&Manufacturing Warranty&Physical Damage"
565,"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) M6500QC-HN551WS Gaming Laptop  (15.6 Inch, Quiet Blue, 1.80 Kg, With MS Office)",69990," &Laptop, User manual, Adapter&M6500QC-HN551WS&90NB0YN1-M00BV0&M6500QC-HN551WS&Vivobook Pro 15 For Creator,&Quiet Blue&Gaming Laptop&Gaming&Yes&GDDR6&4 GB&AMD&Ryzen 5 Hexa Core&Yes&1 TB&16 GB&DDR4&5600HS&3.3GHz Upto max turbo frequency at 4.2 GHz&NVIDIA GeForce RTX 3050&Windows 11 Home&1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C support display / power delivery, 2 x USB 2.0 Type-A&1 x HDMI 1.4&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD, 16:9 aspect ratio, LED Backlit, IPS-level Panel, 144Hz refresh rate, 250nits, 45% NTSC color gamut, Glossy display&Yes&Yes&Wi-Fi 6E(802.11ax) (Dual band) 2*2&v5.3&359.8 x 234.3 x 18.9 mm&1.80 Kg&Not Available&1080p FHD camera With privacy shutter&Yes&Backlit Chiclet Keyboard&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Damage&Physical Damage"
566,"MSI Core i9 13th Gen 13980HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA GeForce RTX 4080/240 Hz) Vector GP68HX 13VH-072IN Gaming Laptop  (16 Inch, Cosmos Gray, 2.67 Kg)",294990," &Laptop, battery, power adapter, user guide, Laptop Bag&Vector GP68HX 13VH-072IN&9S7-15M122-072&Vector GP68HX 13VH-072IN&Cosmos Gray&Gaming Laptop&Gaming&No&GDDR6&12 GB&Intel&Core i9&13th Gen&Yes&1 TB&32 GB&DDR5&13980HX&Max Turbo Frequency up to 5.60 GHz&64 GB&NVIDIA GeForce RTX 4080&4 TB&Windows 11 Home&1 x Type-C (USB3.2 Gen2 / DP), 1 x Type-C (USB / DP / Thunderbolt 4), 1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 1 x Type-A USB3.2 Gen1, 1 x Type-A USB3.2 Gen2&1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz)&No&40.64 cm (16 Inch)&2560 x 1600 Pixel&QHD+, 16:10, 240Hz, 100% DCI-P3, IPS-Level Panel&Yes&Yes&240 Hz&Intel Wi-Fi 6E AX211&v5.3&357 x 284 x 28.55 mm&2.67 Kg&Not Available&IR HD type (30fps@720p)&Per-Key RGB gaming keyboard by SteelSeries&2 Year Carry-in Warranty&Carry-in&Part Failure&Physical Damage, Burn, Liquid Spill"
567,"HP Victus Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-fb0131AX Gaming Laptop  (15.6 Inch, Mica Silver, 2.37 Kg)",54990," &Laptop, battery, power adapter, user guide&15-fb0131AX&87B77PA#ACJ&15-fb0131AX&Victus Gaming&Mica Silver&Gaming Laptop&Gaming&3 Cell&No&GDDR6&4 GB&AMD&Ryzen 5 Hexa Core&Yes&512 GB&8 GB&DDR4&5600H&3.3GHz Upto max turbo frequency at 4.2 GHz&NVIDIA GeForce GTX 1650&Windows 11 Home&1 x USB Type-C 5Gbps signaling rate, 1 x USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 1 x USB Type-A 5Gbps signaling rate&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD, Refresh Rate 144Hz, 9ms Response time, IPS, micro edge, Anti-glare, Brightness 250 Nits, 141 ppi, Color Gamut 45% NTSC&Yes&Yes&144 Hz&MediaTek Wi-Fi 6E MT7922 (2x2)&v5.3&2.37 Kg&Not Available&HP Wide Vision 720p HD camera&Full-size, backlit, mica silver keyboard with numeric keypad&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
568,"ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) UX3402VA-KM741WS Thin and Light Laptop  (14 Inch, Ponder Blue, 1.39 kg, With MS Office)",117990," &Laptop, Power Adaptor, User Guide, Warranty Documents&UX3402VA-KM741WS&90NB10G1-M005F0&UX3402VA-KM741WS&Zenbook 14 OLED (2023) Intel EVO P-Series&Ponder Blue&Thin and Light Laptop&Processing & Multitasking&65W AC Adapter&4 Cell&Yes&Intel&Core i7&13th Gen&Yes&512 GB&16 GB&LPDDR5&1360P&Upto 5.00GHz&18 MB&Intel Integrated Integrated&Windows 11 Home&Windows 11 Home&Yes&1 x USB 3.2 Gen 2 Type-A, 2 x Thunderbolt 4 supports display / power delivery&1 x HDMI 2.1 TMDS&No&35.56 cm (14 Inch)&2880 x 1800 Pixel&2.8K (2880 x 1800) OLED 16:10 aspect ratio, Glossy display, 90Hz refresh rate, 0.2ms response time, 600nits HDR peak Brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion Color depth, PANTONE Validated, 70% less harmful blue light, TUV Rheinland-certified, 90 % Screen-to-body ratio&Built-in Speakers&Built-in Array Digital Microphones&90 Hz&Wi-Fi 6E(802.11ax) (Dual band) 2 x 2&v5.0&313.6 x 220.6 x 16.9 ~16.9&1.39 kg&Not Available&1080p FHD camera&Backlit Chiclet Keyboard&Yes&75 WHrs Li-ion Battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
569,"Lenovo Legion 5 Pro Ryzen 7 Octa Core 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX NVIDIA GeForce RTX 3060 6GB GDDR6) Legion 5 Pro Gaming Laptop  (16 inch, Storm Grey, 2.45 kg, With MS Office)",136500," &1 Laptop, 1 Adapter, 1 User Manual&Legion 5 Pro&82JQ00JCIN&82JQ00JCIN&Legion 5 Pro&Storm Grey&Gaming Laptop&Gaming&Up to 6 hours&Yes&GDDR6&6 GB&AMD&Ryzen 7 Octa Core&5th Gen&Yes&1 TB&16 GB&DDR4&NVIDIA GeForce RTX NVIDIA GeForce RTX 3060 6GB GDDR6&8&Windows 11 Home&Windows 11 HOME&3x USB 3.2 Gen 1,
1x USB 3.2 Gen 1 (Always On),
1x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4),
1x USB-C 3.2 Gen 2 (support data ,transfer, Power Delivery and DisplayPort 1.4),
1x HDMI 2.1,
1x Ethernet (RJ-45),
1x Headphone / microphone combo jack (3.5mm),
1x Power connector&No&40.64 cm (16 inch)&2560 x 1600 pixel&16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, HDR 400, FreeSync, G-SYNC, DC dimmer&Stereo speakers, 2W x2, Nahimic Audio&Wi-Fi 6 11ax&v5.1&100/1000M&356 x 264.4 x 26.85 mm&2.45 kg&Not Available&HD 720p with E-camera Shutter&4-Zone RGB Backlit, English&Yes&Office Home and Student 2021&No&1 Year Domestic&Onsite&Manufacturer Defect&Physical Damage&1 Year"
570,"ASUS Vivobook 15 Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg, With MS Office)",42900," &Laptop, Battery, Adapter, Cables and User Manuals&X515EA-EJ522WS&90NB0TY2-M00JP0&X515EA-EJ522WS&Vivobook 15&Transparent Silver&Thin and Light Laptop&Processing & Multitasking&2 Cell&Yes&Intel&Core i5&11th Gen&Yes&512 GB&8 GB&DDR4&1135G7&2.4 GHz upto max turbo frequency at 4.2 Ghz&NA&8&Intel Integrated Iris Xe&4&NA&64 bit&Windows 11 Home&Windows 11 Home&Yes&1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A&1 x HDMI 1.4 port&PCIe NVMe M.2&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD 16:9 Aspect ratio, LCD Backlit, 200nits, 45% NTSC Color Gamut, Anti-glare display&Built-in Speaker&Built-in Microphone&Wi-Fi 5(802.11ac) (Dual band) 1x1&v4.1&360 x 235 x 19.9 mm&1.80 kg&Not Available&VGA camera&Yes&Chiclet Keyboard with Num-key&No&37 WHrs Li-ion Battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
571,"HP 247 G8 Athlon Dual Core - (8 GB/1 TB HDD/Windows 11 Home) 247 G8 Notebook Notebook  (14 inch, Black)",23490," &Laptop, Battery, Power Adaptor, User Guide, Warranty Documents&247 G8 Notebook&67U77PA&247 G8 Notebook&247 G8&Black&Notebook&Everyday Use&4 HR&No&AMD&Athlon Dual Core&No&8 GB&DDR4&1 TB&AMD Radeon&Windows 11 Home&Windows 11 Home&32&No&35.56 cm (14 inch)&?1366 x 768 pixel&v5.0&No&Not Available&Windows&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
572,"MSI Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/144 Hz) Thin GF63 12VE-664IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",93990," &Laptop, battery, power adapter, user guide&Thin GF63 12VE-664IN&9S7-16R821-664&Thin GF63 12VE-664IN&Black&Gaming Laptop&Gaming&No&GDDR6&6 GB&Intel&Core i7&12th Gen&Yes&1 TB&16 GB&DDR4&12650H&Max Turbo Frequency up to 4.70 GHz&64 GB&NVIDIA GeForce RTX 4050&2 TB&Windows 11 Home&1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1&1x HDMI (4K @ 30Hz)&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD , 144Hz 45%NTSC IPS-Level&Yes&Yes&144 Hz&Intel Wi-Fi 6 AX201(2*2 ax)&v5.2&359 x 254 x 21.7 mm&1.86 Kg&Not Available&HD type (30fps@720p)&Single Backlit Keyboard (Red)&2 Year Carry-in Warranty&Carry-in&Part Failure&Physical Damage, Burn, Liquid Spill"
573,"Lenovo Ideapad Slim 3i Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Windows 10 Home) Ideapad Slim 3 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.39 kg, With MS Office)",44990," &Laptop, Power Adaptor, User Guide, Warranty Documents&Ideapad Slim 3&82H801CSIN&Ideapad Slim 3i&Ideapad Slim 3i&Arctic Grey&Thin and Light Laptop&Processing & Multitasking&Upto 11 hours&65 W Adapter&Yes&Intel&Core i5&11th Gen&Yes&256 GB&8 GB&DDR4&1135G7&Intel SoC Platform&2.4 GHz with Turbo Boost Upto 4.2 Ghz&NA&3200 MHz&8 MB&Intel Integrated INTEGRATED INTEL IRIS XE GRAPHICS&4&64 bit&Windows 10 Home&64 bit&Yes&No&1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)&1 x HDMI Port (v1.4b)&4 in 1 Card Reader&PCIe NVMe M.2&No&39.62 cm (15.6 inch)&1920 x 1080 Pixel&Full HD LED Backlit, IPS Anti-Glare Display (300 nits Brightness, 45% NTSC Color Gamut)&Built-in Dual Stereo Speakers&Built-in Dual Array Microphones&High Definition (HD) Audio&2 x 2 W Stereo Speakers with Dolby Audio&11ax (2x2)&v5.1&321.57 x 211.59 x 19.9 mm&1.39 kg&Not Available&720p Webcam With?Privacy?Shutter&Yes&Firmware TPM 2.0&Standard English Backlit Keyboard&Yes&Touchpad&Microsoft Office Home and Student 2019&56.5 Wh Battery, ErP Lot 3, RoHS compliant, Energy Star 8.0 Certified&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
574,"DELL Inspiron 3530 Core i3 13th Gen 1305U - (8 GB/1 TB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Laptop  (15.6 Inch, Silver, 1.65 Kg, With MS Office)",48900," &Laptop, Adaptor&Inspiron 3530&IN3530XCMNV001ORS1&Inspiron 3530&Inspiron 3530&Silver&Thin and Light Laptop&Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business&Upto 7 hours&3 Cell&Yes&Intel&Core i3&13th Gen&Yes&1 TB&8 GB&LPDDR5&1305U&up to 4.5GHz&10 MB&Intel Integrated UHD&5&64 bit&Windows 11 Home&Windows 11 Home&64Bit&Yes&2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port&1 x HDMI 1.4&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD WVA AG 120Hz 250 nits Narrow Border&Built-in Speakers&Built-In-Mic&Waves Maxx Audio Pro&120 Hz&250 Nits&Intel Wi-Fi 6 2x2 (Gig+)&v5.2&Yes&358 x 235 x 21.0 mm&1.65 Kg&Not Available&HD Camera&No&15 Months Macafee&Backlit Keyboard&Yes&One Touch&Windows 11, Microsoft Office, Antivirus Macafee 15 Months&1 Year Onsite Hardware Service&Onsite&Manufacturing Defects&Accidental Damage&12 Months"
575,"ASUS ROG Flow X13 with RTX 3080 eGPU Ryzen 9 Octa Core AMD R9-5980HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) GV301QH-K5459TS 2 in 1 Gaming Laptop  (13.4 Inch, Off Black (Supernova), 1.3 KG, With MS Office)",239990," &Laptop, Power Adaptor, User Guide, GV301 Sleeve Bag, Stylus Pen, ROG XG Mobile eGPU (GC31S with NVIDIA® GeForce RTX™ 3080), Warranty Documents&GV301QH-K5459TS&90NR06C5-M10980&ROG Flow X13 with RTX 3080 eGPU&Off Black (Supernova)&2 in 1 Gaming Laptop&Gaming&100W AC Adapter&4 Cell&Yes&Yes&GDDR6&4 GB&AMD&Ryzen 9 Octa Core&Yes&1 TB&32 GB&LPDDR4X&AMD R9-5980HS&3.1 GHz with Turbo Boost up to 4.8 GHz&32&4266 MHz&16&NVIDIA GeForce GTX 1650&8&64 bit&Windows 10 Home&64&Yes&No&No&1 x USB 3.2 Gen 2 Type-A, 2 x USB 3.2 Gen 1 Type-C (Support DisplayPort/Power Delivery)&1 x HDMI Port (v2.0b)&PCIe NVMe M.2&Yes&34.04 cm (13.4 Inch)&3840 x 2400 Pixel&UHD+ LED Backlit Glossy IPS-Level Touch Display with Adaptive Sync (16:10 Aspect Ratio, 60 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 82% NTSC Color Gamut, 116% sRGB, 86% Adobe, 85% DCI-P3, Pantone Validated)&Built-In Dual Speakers&Built-In Array Microphone (AI Noise Cancelling)&2 x 1W Speaker with Smart Amp Technology, DAC and Dolby Atmos Software&60 Hz&Wi-Fi 6 (802.11ax)&v5.1&29.9 x 22.2 x 1.58&1.3 KG&Not Available&720p HD Webcam&No&NA&Backlit Chiclet Keyboard&Yes&Touchpad&Microsoft Office Home and Student 2019&Viewing Angle (89/89/89/89), 62 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection&GV301 Sleeve Bag, Stylus Pen, ROG XG Mobile eGPU (GC31S with NVIDIA GeForce RTX 3080), Warranty Documents&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
576,"HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-fb0121AX Gaming Laptop  (15.6 Inch, Silver, 2.37 Kg)",54431," &Laptop, Power Adaptor, User Guide, Warranty Documents&15-fb0121AX&81H55PA#ACJ&15-fb0121AX&Victus&Silver&Gaming Laptop&Gaming&3 Cell&No&GDDR6&4 GB&AMD&Ryzen 5 Hexa Core&Yes&512 GB&8 GB&DDR4&5600H&3.3GHz Upto 4.2GHz&16 GB&16 MB&NVIDIA GeForce GTX 1650&6&64 bit&Windows 11 Home&Windows 11 Home&64 bit&Yes&Yes&1 x USB Type-C 5Gbps signaling rate, 1 x USB Type-A 5Gbps signaling rate, 1 x USB Type-A 5Gbps signaling rate&1 x HDMI 2.1&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&FHD,IPS, micro-edge, anti-glare,Brightness: 250 nits, 141 ppi, Color Gamut: 45% NTSC&Built-in Dual Speakers&Built-in Dual Array Digital Microphones&MediaTek Wi-Fi 6 MT7921 (2x2)&v5.3&357.9 x 239.7 x 22.5&2.37 Kg&Not Available&HP Wide Vision 720p HD camera&Full-size, backlit, mica silver keyboard with numeric keypad&Yes&52.5 Wh Li-ion Battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
577,"ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon 3050 Ti/120 Hz) GV301RE-LJ156WS 2 in 1 Gaming Laptop  (13.4 Inch, Off Black, 1.30 kg, With MS Office)",151990," &Laptop, Battery, Adapter, Cables and User Manuals, ROG Flow Sleeve (2022), Stylus Pen&GV301RE-LJ156WS&90NR0A21-M007S0&GV301RE-LJ156WS&ROG Flow X13 (2022)&Off Black&2 in 1 Gaming Laptop&Gaming&100 W&4 Cell&Yes&GDDR6&4 GB&AMD&Ryzen 9 Octa Core&Yes&1 TB&32 GB&LPDDR5&6900HS&Max Boost Upto 4.9 GHz&16 MB&AMD Radeon 3050 Ti&8&Windows 11 Home&Windows 11 Home&Yes&1 x ROG XG Mobile Interface, 1 x USB 3.2 Gen 2 Type-A, 2 x USB 3.2 Gen 2 Type-C support DisplayPort/power delivery&1 x HDMI 2.0b&M.2 NVMe PCIe 4.0&Yes&34.04 cm (13.4 Inch)&1920 x 1200 Pixels&FHD+, Aspect Ratio: 16:10, LED Backlit LCD, Refresh Rate: 120 Hz, Touch Screen, Viewing Angle: 89/89/89/89, IPS-level, Brightness: 500 nits, Contrast: 1000:1, NTSC: 72%, SRGB%: 100%, Adobe%: 75%, Glossy Display, Adaptive-Sync, Pantone Validated, Supports Dolby HDR&Built-in Dual Speaker&Built-in 3 microphone array&AI noise-canceling technology, DAC, Dolby Atmos, Hi-Res certification, Smart Amp Technology&120 Hz&Wi-Fi 6E (802.11ax) (Dual band) 2 x 2&v5.2&N/A&299 x 222 x 15.8 mm&1.30 kg&Not Available&720P HD camera&BIOS Administrator Password and User Password Protection&1 Year McAfee&Backlit Chiclet Keyboard Single Light&Yes&Microsoft Office Home & Student&62WHrs, 4S1P&ROG Flow Sleeve (2022), Stylus Pen&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
